Blank1,Blank2,Cab Number,Lat,Long,All counties,Fibre Services Live,Fibre Build Commenced,Fibre Services Planned,cab message
,,ABE1_001,53.484609,-6.373908,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABE1_003,53.495253,-6.385818,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_004,53.522146,-6.412418,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABE1_005,53.517177,-6.411168,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_006,53.509122,-6.397478,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_008,53.504165,-6.391051,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_009,53.510273,-6.395354,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_010,53.513785,-6.401256,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_012,53.512888,-6.39937,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABE1_013,53.505803,-6.398478,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_014,53.518472,-6.409336,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_016,53.458179,-6.349544,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_017,53.516891,-6.406981,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABE1_018,53.510222,-6.39752,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABE1_019,53.514359,-6.403951,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_020,53.515594,-6.409106,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_021,53.500754,-6.388556,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_022,53.517769,-6.401704,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_023,53.517705,-6.407196,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_024,53.513625,-6.394561,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_025,53.50768,-6.387035,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_026,53.512844,-6.391122,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_028,53.514907,-6.418283,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_029,53.51442,-6.403321,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_031,53.52369,-6.411359,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_032,53.513555,-6.411432,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_036,53.508093,-6.404523,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_037,53.509113,-6.397417,,3,,,Fibre Broadband Cabinet is Live 
,,ABE1_E01,53.512078,-6.395408,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABX1_002,52.948938,-7.347148,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_004,52.912689,-7.344538,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_005,52.911174,-7.338043,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_006,52.907094,-7.351907,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_007,52.91061,-7.351083,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_010,52.915058,-7.348122,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_011,52.918411,-7.356432,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_012,52.922289,-7.339149,,3,,,Fibre Broadband Cabinet is Live 
,,ABX1_E01,52.907968,-7.351558,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABY1_001,53.622363,-6.925678,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABY1_002,53.620327,-6.921833,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABY1_003,53.624283,-6.913741,,1,,,Fibre Broadband Cabinet is planned for this location
,,ABY1_004,53.622846,-6.914104,,2,,,Fibre Build commenced - completion work is in progress
,,ABY1_005,53.622796,-6.917906,,2,,,Fibre Build commenced - completion work is in progress
,,ABY1_006,53.625482,-6.927376,,2,,,Fibre Build commenced - completion work is in progress
,,ABY1_E01,53.62392,-6.91588,,1,,,Fibre Broadband Cabinet is planned for this location
,,ACE1_001,54.036481,-8.89871,,1,,,Fibre Broadband Cabinet is planned for this location
,,ACE1_E01,54.03567,-8.888504,,1,,,Fibre Broadband Cabinet is planned for this location
,,ACY1_001,52.662443,-8.501926,,3,,,Fibre Broadband Cabinet is Live 
,,ACY1_002,52.67055,-8.522496,,3,,,Fibre Broadband Cabinet is Live 
,,ACY1_003,52.681097,-8.511442,,3,,,Fibre Broadband Cabinet is Live 
,,ACY1_004,52.675105,-8.511964,,3,,,Fibre Broadband Cabinet is Live 
,,ADA1_001,54.761888,-8.412812,,1,,,Fibre Broadband Cabinet is planned for this location
,,ADA1_E01,54.764777,-8.409168,,1,,,Fibre Broadband Cabinet is planned for this location
,,ADL1_E01,53.332839,-6.261184,,1,,,Fibre Broadband Cabinet is planned for this location
,,ADW1_E01,53.336248,-6.454528,,1,,,Fibre Broadband Cabinet is planned for this location
,,AFD1_001,53.006451,-6.10607,,1,,,Fibre Broadband Cabinet is planned for this location
,,AFD1_002,53.006513,-6.08482,,1,,,Fibre Broadband Cabinet is planned for this location
,,AFD1_003,53.006451,-6.105989,,1,,,Fibre Broadband Cabinet is planned for this location
,,AFD1_E01,53.013909,-6.112287,,2,,,Fibre Build commenced - completion work is in progress
,,AGN1_001,53.151516,-6.786666,,3,,,Fibre Broadband Cabinet is Live 
,,AGN1_002,53.151426,-6.77706,,3,,,Fibre Broadband Cabinet is Live 
,,AGN1_003,53.152973,-6.778123,,3,,,Fibre Broadband Cabinet is Live 
,,AGN1_004,53.15555,-6.777983,,3,,,Fibre Broadband Cabinet is Live 
,,AGY1_001,54.999303,-8.289871,,1,,,Fibre Broadband Cabinet is planned for this location
,,AGY1_E01,55.021762,-8.316454,,1,,,Fibre Broadband Cabinet is planned for this location
,,AHM1_001,52.852843,-6.336298,,1,,,Fibre Broadband Cabinet is planned for this location
,,AHM1_E01,52.854057,-6.327898,,1,,,Fibre Broadband Cabinet is planned for this location
,,AKW1_001,52.797654,-6.168022,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_002,52.790495,-6.171828,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_003,52.79393,-6.163386,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_004,52.791382,-6.164871,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_005,52.792549,-6.155685,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_006,52.802292,-6.146971,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_007,52.789761,-6.165768,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_008,52.810094,-6.149239,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_009,52.793016,-6.150029,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_010,52.795525,-6.172906,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_011,52.803273,-6.175022,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_012,52.804568,-6.143199,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_014,52.784627,-6.168902,,1,,,Fibre Broadband Cabinet is planned for this location
,,AKW1_016,52.793807,-6.178226,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_017,52.796609,-6.147232,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_020,52.799646,-6.147048,,3,,,Fibre Broadband Cabinet is Live 
,,AKW1_022,52.794204,-6.180853,,1,,,Fibre Broadband Cabinet is planned for this location
,,AKW1_E01,52.79826,-6.155514,,1,,,Fibre Broadband Cabinet is planned for this location
,,ALW1_001,53.284748,-6.858069,,1,,,Fibre Broadband Cabinet is planned for this location
,,AME1_E01,51.963528,-7.730935,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANA1_E01,52.111267,-9.423603,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANN1_001,52.141482,-7.277839,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANN1_001,52.141482,-7.277839,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANN1_002,52.176106,-7.251449,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANN1_002,52.176106,-7.251449,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANN1_E01,52.173185,-7.261921,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANR1_001,53.303562,-8.748896,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_002,53.301269,-8.754457,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_003,53.309644,-8.738256,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_004,53.305851,-8.747923,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_005,53.308494,-8.752294,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_006,53.301365,-8.761433,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_007,53.303606,-8.742375,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_008,53.294263,-8.749153,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_009,53.307359,-8.75357,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_015,53.299123,-8.756069,,3,,,Fibre Broadband Cabinet is Live 
,,ANR1_019,53.321811,-8.727492,,1,,,Fibre Broadband Cabinet is planned for this location
,,ANR1_E01,53.297906,-8.747528,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARC1_001,53.300239,-6.564652,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARC1_002,53.312348,-6.552314,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARC1_E01,53.300192,-6.564646,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARD1_001,53.852384,-6.537929,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_002,53.861794,-6.541795,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_003,53.85218,-6.541205,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_004,53.845732,-6.538669,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARD1_005,53.853652,-6.531628,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_006,53.860666,-6.542291,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_007,53.848103,-6.541477,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_009,53.857747,-6.535264,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_014,53.856749,-6.532334,,3,,,Fibre Broadband Cabinet is Live 
,,ARD1_E01,53.858405,-6.538688,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARW1_001,52.98195,-6.999216,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARW1_004,52.983383,-6.99019,,3,,,Fibre Broadband Cabinet is Live 
,,ARW1_007,52.985188,-6.998494,,1,,,Fibre Broadband Cabinet is planned for this location
,,ARW1_013,52.981458,-6.988354,,3,,,Fibre Broadband Cabinet is Live 
,,ASG1_E01,53.338987,-6.465496,,1,,,Fibre Broadband Cabinet is planned for this location
,,ASN1_002,52.600036,-8.977269,,3,,,Fibre Broadband Cabinet is Live 
,,ASN1_003,52.600204,-8.973031,,3,,,Fibre Broadband Cabinet is Live 
,,ASN1_E01,52.604839,-8.959234,,2,,,Fibre Build commenced - completion work is in progress
,,ASQ1_E01,53.336913,-6.458738,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATD1_001,52.696673,-8.615351,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_002,52.710491,-8.602651,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_003,52.676659,-8.614186,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_005,52.684026,-8.607088,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_006,52.679283,-8.615805,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_007,52.671639,-8.61614,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_008,52.686244,-8.599211,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_009,52.670591,-8.614391,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_010,52.672827,-8.605286,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_011,52.684625,-8.619426,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_012,52.674995,-8.612799,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_013,52.681273,-8.598123,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_014,52.68697,-8.604801,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_015,52.712875,-8.607621,,3,,,Fibre Broadband Cabinet is Live 
,,ATD1_E01,52.68452,-8.6049,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATH1_001,53.423411,-7.982765,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_002,53.422554,-7.949343,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_003,53.418764,-7.984062,,2,,,Fibre Broadband Cabinet is expected to go Live on 19/03/15
,,ATH1_004,53.423138,-7.971352,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_005,53.424324,-7.962181,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_006,53.426624,-7.952917,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_007,53.422375,-7.943004,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_008,53.455672,-7.991266,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_009,53.421427,-7.944241,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_011,53.419846,-7.978025,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_012,53.426072,-8.010501,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_013,53.424682,-7.98801,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_014,53.421835,-7.954218,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_015,53.42805,-7.961285,,3,,,Fibre Broadband Cabinet is Live 
,,ATH1_017,53.422896,-7.946763,,2,,,Fibre Build commenced - completion work is in progress
,,ATH1_E01,53.423356,-7.945217,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATP1_E01,53.34668,-6.459993,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATY1_001,52.981947,-6.999215,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_002,52.987979,-6.995211,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_003,53.022181,-7.006851,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_004,52.996882,-6.986376,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_005,52.993308,-6.974036,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_006,52.993542,-6.979624,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_007,52.989958,-6.981545,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_008,52.984316,-6.978196,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_009,52.983027,-6.976551,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_010,52.996548,-6.993834,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_011,52.997569,-6.996358,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_014,52.992148,-6.983522,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_015,52.991645,-6.986926,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATY1_017,52.993288,-6.974527,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_018,52.994107,-6.974078,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_019,52.996968,-6.976038,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATY1_020,52.961733,-6.934241,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_022,52.993761,-6.96444,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_024,52.998833,-6.9881,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_025,53.000799,-6.987701,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_026,52.991941,-6.998259,,1,,,Fibre Broadband Cabinet is planned for this location
,,ATY1_027,52.998123,-6.966042,,3,,,Fibre Broadband Cabinet is Live 
,,ATY1_E01,52.9895,-6.98812,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_001,53.662497,-6.672953,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_002,53.663137,-6.679864,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_003,53.65997,-6.688415,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_004,53.659274,-6.722129,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_005,53.654391,-6.692364,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_006,53.647657,-6.707397,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_007,53.642344,-6.70069,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_008,53.628239,-6.689002,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_009,53.648178,-6.685728,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_011,53.641557,-6.670693,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_012,53.651088,-6.667354,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_013,53.653915,-6.67298,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_014,53.642249,-6.688862,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_015,53.651682,-6.689328,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_016,53.661947,-6.691999,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_017,53.654356,-6.682553,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_018,53.65266,-6.684744,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_019,53.650559,-6.683083,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_020,53.647017,-6.697707,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_021,53.667773,-6.680483,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_022,53.661645,-6.674156,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_023,53.650197,-6.673611,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_025,53.654804,-6.680465,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_026,53.647587,-6.700843,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_027,53.636074,-6.68919,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_028,53.653437,-6.686576,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_029,53.651077,-6.691647,,1,,,Fibre Broadband Cabinet is planned for this location
,,AUV1_031,53.66809,-6.688537,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_032,53.662496,-6.681203,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_033,53.637984,-6.669892,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_034,53.658403,-6.684881,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_037,53.656726,-6.679069,,2,,,Fibre Build commenced - completion work is in progress
,,AUV1_038,53.652102,-6.660488,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_039,53.647035,-6.676376,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_041,53.666326,-6.69925,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_044,53.653724,-6.69088,,3,,,Fibre Broadband Cabinet is Live 
,,AUV1_E01,53.647015,-6.687186,,1,,,Fibre Broadband Cabinet is planned for this location
,,AVO1_002,52.850713,-6.203179,,1,,,Fibre Broadband Cabinet is planned for this location
,,AVO1_E01,52.858224,-6.212981,,1,,,Fibre Broadband Cabinet is planned for this location
,,AYL1_001,54.160572,-6.782599,,2,,,Fibre Build commenced - completion work is in progress
,,AYL1_E01,54.161687,-6.79289,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAA1_001,53.810271,-9.139889,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAA1_002,53.806483,-9.130865,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAA1_E01,53.801962,-9.129316,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAD1_E01,54.02452,-8.329418,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAI1_002,51.921951,-8.616708,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_003,51.925476,-8.607086,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_004,51.929696,-8.589891,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_005,51.924567,-8.612813,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_006,51.926674,-8.597452,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_007,51.953609,-8.543421,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_008,51.942586,-8.559896,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_009,51.930419,-8.520049,,2,,,Fibre Broadband Cabinet is expected to go Live on 01/04/15
,,BAI1_010,51.936721,-8.583076,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_011,51.939814,-8.559506,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_012,51.926186,-8.610818,,3,,,Fibre Broadband Cabinet is Live 
,,BAI1_013,51.937371,-8.550178,,2,,,Fibre Broadband Cabinet is expected to go Live on 01/04/15
,,BAI1_014,51.922272,-8.598046,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAI1_E01,51.931301,-8.560437,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAL1_E01,52.560742,-9.191008,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAN1_001,51.738258,-8.930516,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAN1_002,51.735025,-8.950478,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAN1_E01,51.735577,-8.942204,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAO1_001,52.947558,-7.3052648,,3,,,Fibre Broadband Cabinet is Live 
,,BAO1_002,52.947372,-7.3087489,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_001,53.26155,-9.117317,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_002,53.26348,-9.126546,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_003,53.262191,-9.123685,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAR1_004,53.251357,-9.173463,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_006,53.250929,-9.151218,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_007,53.250955,-9.156389,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAR1_008,53.255761,-9.152563,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_009,53.262314,-9.114733,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_010,53.249603,-9.154282,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_016,53.261263,-9.125409,,3,,,Fibre Broadband Cabinet is Live 
,,BAR1_E01,53.24952,-9.160437,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAS1_E01,53.74272,-9.174698,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAX1_001,52.85691,-8.949361,,3,,,Fibre Broadband Cabinet is Live 
,,BAX1_002,52.85835,-8.945066,,3,,,Fibre Broadband Cabinet is Live 
,,BAX1_003,52.856118,-8.949666,,3,,,Fibre Broadband Cabinet is Live 
,,BAY1_003,51.671709,-9.475485,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAY1_004,51.646178,-9.432183,,1,,,Fibre Broadband Cabinet is planned for this location
,,BAY1_E01,51.679224,-9.448653,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBA1_002,54.125016,-6.900713,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBA1_003,54.130749,-6.892759,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBA1_004,54.121561,-6.900577,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBA1_E01,54.132757,-6.903573,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBE1_E01,52.158291,-9.068701,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_001,53.335676,-6.219872,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_002,53.335615,-6.221872,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_003,53.331318,-6.218584,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_004,53.327369,-6.225672,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_005,53.330464,-6.252649,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_006,53.324949,-6.240519,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_007,53.330559,-6.252212,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_008,53.327431,-6.24499,,2,,,Fibre Build commenced - completion work is in progress
,,BBH1_009,53.324445,-6.230009,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_010,53.32897,-6.231141,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_011,53.330199,-6.249823,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_012,53.327714,-6.243,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_013,53.333039,-6.242285,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_014,53.333106,-6.242227,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_015,53.334589,-6.237961,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_016,53.333805,-6.231499,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_017,53.336298,-6.237926,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_018,53.335893,-6.239083,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_019,53.336258,-6.237417,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_020,53.342076,-6.211949,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_021,53.338556,-6.236924,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_022,53.329412,-6.233005,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_023,53.331364,-6.237785,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_024,53.331986,-6.240762,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_026,53.331539,-6.240901,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_027,53.328374,-6.240451,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_028,53.337177,-6.233109,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_029,53.340851,-6.233521,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_030,53.342625,-6.227258,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_032,53.338381,-6.222636,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_033,53.327716,-6.226901,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_034,53.341732,-6.231377,,2,,,Fibre Build commenced - completion work is in progress
,,BBH1_035,53.342028,-6.211969,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_036,53.33353,-6.24176,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_037,53.333478,-6.242166,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_038,53.325622,-6.239492,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_039,53.325838,-6.242265,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_040,53.330781,-6.232018,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_041,53.331755,-6.222242,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_042,53.340304,-6.234159,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_044,53.330851,-6.228825,,2,,,Fibre Build commenced - completion work is in progress
,,BBH1_047,53.340193,-6.226285,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_048,53.323723,-6.240354,,1,,,Fibre Broadband Cabinet is planned for this location
,,BBH1_049,53.331571,-6.245168,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_050,53.331585,-6.245258,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_051,53.33596,-6.22076,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_067,53.32835,-6.240541,,3,,,Fibre Broadband Cabinet is Live 
,,BBH1_068,53.341367,-6.228722,,3,,,Fibre Broadband Cabinet is Live 
