Blank1,Blank2,Cab Number,Lat,Long,All counties,Fibre Services Live,Fibre Build Commenced,Fibre Services Planned,cab message
,,Cab1_026,53.358364,-6.299976,,1,,,Fibre Broadband Cabinet is planned for this location
,,Cab1_027,53.371941,-6.316047,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_030,53.372811,-6.331676,,2,,,Fibre Build commenced - completion work is in progress
,,Cab1_031,53.357471,-6.28936,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_032,53.370051,-6.32418,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_034,53.37343,-6.314988,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_035,53.370809,-6.328873,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_036,53.367575,-6.318038,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_037,53.361869,-6.29321,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_038,53.364316,-6.296692,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_039,53.364956,-6.288808,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_040,53.362191,-6.302218,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_041,53.361727,-6.302901,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_042,53.366797,-6.291798,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_043,53.371508,-6.330651,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_045,53.369382,-6.303905,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_047,53.371925,-6.305482,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_048,53.368681,-6.296636,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_056,53.359243,-6.287106,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_060,53.365222,-6.310921,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_061,53.368004,-6.318207,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_064,53.356779,-6.279426,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_065,53.373741,-6.312799,,3,,,Fibre Broadband Cabinet is Live 
,,Cab1_066,53.372839,-6.336053,,1,,,Fibre Broadband Cabinet is planned for this location
,,Cab1_067,53.373125,-6.337501,,1,,,Fibre Broadband Cabinet is planned for this location
,,Cab1_071,53.357901,-6.287315,,3,,,Fibre Broadband Cabinet is Live 
,,CAB1_E01,53.362457,-6.302707,,2,,,Fibre Build commenced - completion work is in progress
,,CAE1_003,53.289514,-6.716254,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_004,53.298068,-6.687907,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_005,53.294447,-6.687509,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_006,53.295127,-6.694141,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_007,53.33423,-6.678077,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_008,53.293797,-6.67958,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_009,53.290576,-6.690135,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_010,53.293447,-6.685149,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_011,53.302591,-6.692399,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_012,53.291129,-6.680578,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAE1_014,53.293889,-6.691644,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_015,53.290348,-6.686393,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_016,53.290082,-6.680786,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_017,53.290256,-6.679982,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_018,53.294812,-6.697309,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAE1_019,53.287214,-6.683461,,3,,,Fibre Broadband Cabinet is Live 
,,CAE1_021,53.290226,-6.687668,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAE1_022,53.295637,-6.679897,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAE1_E01,53.289127,-6.684245,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAL1_001,53.960199,-8.802553,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAL1_E01,53.962728,-8.793115,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAM1_E01,53.314478,-8.879778,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAT1_001,55.193582,-7.831022,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAT1_E01,55.175155,-7.79906,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAV1_001,53.991195,-7.36246,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_002,53.983453,-7.3585,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_003,54.001287,-7.353613,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_004,53.999505,-7.359778,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_005,53.979432,-7.355555,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_006,53.999232,-7.374669,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_007,53.990773,-7.360492,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_009,53.992392,-7.366511,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_010,53.987869,-7.357549,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_011,53.992797,-7.356368,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_012,53.9756,-7.351765,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_013,53.983294,-7.342644,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_014,53.994669,-7.35157,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_015,53.998331,-7.345518,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_016,53.990932,-7.371553,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_017,53.988869,-7.36484,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_018,54.013967,-7.362394,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_019,53.975269,-7.356749,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_020,54.016767,-7.363435,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_021,54.010919,-7.357684,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_022,54.004075,-7.355539,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_023,54.00417,-7.348499,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_024,53.995427,-7.391029,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_025,53.972268,-7.348285,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_026,53.986406,-7.379999,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_027,53.984403,-7.346365,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_028,53.965695,-7.356575,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_029,53.984529,-7.330776,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_030,53.983785,-7.377094,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_031,53.99705,-7.371076,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_032,53.998611,-7.343876,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_033,53.954777,-7.357381,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_034,53.995347,-7.360744,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_036,53.993589,-7.361598,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_037,53.99363378,-7.35834426,,1,,,Fibre Broadband Cabinet is planned for this location
,,CAV1_038,53.989801,-7.362178,,3,,,Fibre Broadband Cabinet is Live 
,,CAV1_039,53.99015,-7.363636,,2,,,Fibre Build commenced - completion work is in progress
,,CAV1_040,53.9898,-7.362178,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_001,53.896959,-6.389222,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_002,53.888203,-6.388735,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_003,53.930988,-6.40585,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_004,53.883309,-6.345177,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_005,53.92167,-6.399722,,3,,,Fibre Broadband Cabinet is Live 
,,CBM1_E01,53.898817,-6.389882,,1,,,Fibre Broadband Cabinet is planned for this location
,,CBO1_E01,52.761757,-6.415805,,1,,,Fibre Broadband Cabinet is planned for this location
,,CBR1_001,53.861382,-9.29485,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_003,53.856774,-9.299892,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_004,53.857825,-9.310753,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_005,53.854278,-9.297142,,1,,,Fibre Broadband Cabinet is planned for this location
,,CBR1_006,53.850526,-9.2899,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_007,53.850349,-9.278103,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_008,53.845534,-9.289687,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_009,53.85092,-9.296329,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_010,53.843633,-9.322017,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_012,53.856505,-9.303316,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_013,53.860295,-9.303576,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_014,53.866195,-9.296728,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_015,53.858026,-9.288968,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_016,53.852834,-9.294022,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_017,53.856701,-9.281537,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_018,53.846889,-9.301304,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_019,53.857972,-9.295302,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_020,53.863143,-9.312325,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_021,53.863781,-9.303238,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_022,53.861636,-9.280579,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_024,53.854752,-9.299081,,2,,,Fibre Build commenced - completion work is in progress
,,CBR1_026,53.846859,-9.314513,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_027,53.852667,-9.296709,,2,,,Fibre Build commenced - completion work is in progress
,,CBR1_029,53.847912,-9.248522,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_030,53.854479,-9.280215,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_032,53.866213,-9.289137,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_033,53.854084,-9.303621,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_034,53.852452,-9.305081,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_035,53.856271,-9.32083,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_036,53.839347,-9.292216,,3,,,Fibre Broadband Cabinet is Live 
,,CBR1_037,53.856285,-9.2984,,3,,,Fibre Broadband Cabinet is Live 
,,CBT1_001,54.214785,-6.85297,,1,,,Fibre Broadband Cabinet is planned for this location
,,CBT1_E01,54.205139,-6.840799,,1,,,Fibre Broadband Cabinet is planned for this location
,,CCE1_001,52.812927,-8.967238,,3,,,Fibre Broadband Cabinet is Live 
,,CCE1_002,52.814284,-8.969224,,3,,,Fibre Broadband Cabinet is Live 
,,CCH1_001,53.235926,-6.726968,,3,,,Fibre Broadband Cabinet is Live 
,,CCH1_002,53.242924,-6.732759,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_001,53.968602,-6.71659,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_002,53.973022,-6.718696,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_003,53.976509,-6.71269,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_004,53.981886,-6.719788,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_012,53.983412,-6.717745,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_013,53.975598,-6.715952,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_014,53.968057,-6.699484,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_015,53.979054,-6.729794,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_017,53.967686,-6.724264,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_018,53.969349,-6.710695,,3,,,Fibre Broadband Cabinet is Live 
,,CCS1_021,53.978047,-6.719479,,2,,,Fibre Build commenced - completion work is in progress
,,CCS1_022,53.975541,-6.718718,,2,,,Fibre Build commenced - completion work is in progress
,,CCS1_E01,53.977168,-6.718176,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDF1_001,55.32144,-7.18196,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDF1_E01,55.28728,-7.165936,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDH1_001,55.250195,-7.271003,,3,,,Fibre Broadband Cabinet is Live 
,,CDH1_002,55.246817,-7.265818,,3,,,Fibre Broadband Cabinet is Live 
,,CDH1_003,55.249582,-7.251685,,3,,,Fibre Broadband Cabinet is Live 
,,CDH1_004,55.246309,-7.27359,,3,,,Fibre Broadband Cabinet is Live 
,,CDH1_005,55.252668,-7.260337,,3,,,Fibre Broadband Cabinet is Live 
,,CDH1_E01,55.2518,-7.262945,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDN1_002,53.490315,-10.020729,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDN1_004,53.487336,-9.98699,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDN1_E01,53.487594,-10.009366,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDT1_002,52.909985,-6.846123,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDT1_003,52.888042,-6.862301,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDT1_005,52.906269,-6.838331,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDT1_E01,52.913328,-6.837161,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDU1_001,53.301239,-6.825173,,1,,,Fibre Broadband Cabinet is planned for this location
,,CDU1_E01,53.291557,-6.817539,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEE1_001,53.401274,-6.430924,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_002,53.397373,-6.426252,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_003,53.398594,-6.435156,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_004,53.400617,-6.434446,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_005,53.391987,-6.43219,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_006,53.392533,-6.438951,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_007,53.396258,-6.443133,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_008,53.393475,-6.428988,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEE1_009,53.391514,-6.428333,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEE1_010,53.389257,-6.428517,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_011,53.412799,-6.406368,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_012,53.409256,-6.409275,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_013,53.395947,-6.429045,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_014,53.404751,-6.43434,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_015,53.402646,-6.438057,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_016,53.395701,-6.441542,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_017,53.395997,-6.440899,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_018,53.397677,-6.430431,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_019,53.396888,-6.43282,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_020,53.403785,-6.410651,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_021,53.395729,-6.438471,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_022,53.399971,-6.436525,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_023,53.394306,-6.439758,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_024,53.398143,-6.430057,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_025,53.398865,-6.427813,,2,,,Fibre Broadband Cabinet is expected to go Live on 26/03/15
,,CEE1_027,53.407052,-6.399219,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_028,53.409871,-6.398002,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_029,53.392051,-6.443422,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_052,53.4116,-6.425843,,2,,,Fibre Build commenced - completion work is in progress
,,CEE1_053,53.405971,-6.428277,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_061,53.403581,-6.422444,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_066,53.404037,-6.417953,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_069,53.403892,-6.415367,,3,,,Fibre Broadband Cabinet is Live 
,,CEE1_070,53.404966,-6.429737,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_001,53.335389,-6.540277,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_002,53.352749,-6.546643,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_003,53.300237,-6.564659,,2,,,Fibre Build commenced - completion work is in progress
,,CEL1_004,53.335312,-6.546168,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_006,53.346166,-6.543783,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_007,53.350886,-6.548077,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_008,53.339182,-6.541638,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_009,53.35787,-6.549527,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_011,53.342944,-6.540492,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_012,53.347119,-6.541563,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_013,53.333774,-6.549378,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_014,53.343818,-6.554185,,2,,,Fibre Build commenced - completion work is in progress
,,CEL1_015,53.341794,-6.550669,,2,,,Fibre Build commenced - completion work is in progress
,,CEL1_016,53.338052,-6.552973,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_017,53.33078,-6.54703,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_018,53.333913,-6.542582,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_019,53.336486,-6.532382,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEL1_020,53.336875,-6.536711,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_021,53.343426,-6.511037,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_022,53.346636,-6.554709,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_023,53.361703,-6.555763,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_026,53.335048,-6.549003,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEL1_031,53.333878,-6.542517,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_032,53.333383,-6.530042,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_033,53.33475,-6.525558,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_034,53.332497,-6.530791,,2,,,Fibre Build commenced - completion work is in progress
,,CEL1_035,53.334389,-6.555066,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_036,53.33154,-6.535557,,3,,,Fibre Broadband Cabinet is Live 
,,CEL1_037,53.334112,-6.531321,,1,,,Fibre Broadband Cabinet is planned for this location
,,CEL1_E01,53.345306,-6.545179,,2,,,Fibre Build commenced - completion work is in progress
,,CEN1_E01,53.663517,-7.016504,,1,,,Fibre Broadband Cabinet is planned for this location
,,CGA1_001,52.665905,-8.59706,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_002,52.657481,-8.591224,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_003,52.663505,-8.596052,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_004,52.64796,-8.596282,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_005,52.648812,-8.609146,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_006,52.646923,-8.611982,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_007,52.662024,-8.590133,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_008,52.657672,-8.58913,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_009,52.652247,-8.594739,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_010,52.648752,-8.598194,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_011,52.664697,-8.59203,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_012,52.658093,-8.592963,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_013,52.649769,-8.577612,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_014,52.650581,-8.58692,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_015,52.642903,-8.587091,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_016,52.637902,-8.613246,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_022,52.646911,-8.612029,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_023,52.655479,-8.598184,,3,,,Fibre Broadband Cabinet is Live 
,,CGA1_072,52.649431,-8.584996,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_001,51.809891,-8.373391,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_002,51.820464,-8.392637,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_003,51.81578,-8.375062,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_004,51.817626,-8.383555,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_005,51.822335,-8.39666,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_006,51.808557,-8.393668,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_009,51.808523,-8.398211,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_010,51.821038,-8.385686,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_011,51.811366,-8.399159,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_012,51.808721,-8.390677,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_013,51.817212,-8.402661,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_014,51.834308,-8.370011,,2,,,Fibre Build commenced - completion work is in progress
,,CGI1_015,51.804964,-8.406998,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_016,51.822605,-8.398556,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_017,51.791075,-8.405947,,1,,,Fibre Broadband Cabinet is planned for this location
,,CGI1_018,51.825149,-8.390442,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_019,51.827985,-8.396291,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_020,51.82521,-8.387028,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_021,51.803276,-8.404256,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_022,51.80742,-8.384729,,3,,,Fibre Broadband Cabinet is Live 
,,CGI1_E01,51.816399,-8.397247,,1,,,Fibre Broadband Cabinet is planned for this location
,,CGM1_E01,53.337059,-8.873517,,1,,,Fibre Broadband Cabinet is planned for this location
,,CHD1_001,52.674327,-8.656211,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_002,52.676379,-8.65435,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_003,52.666718,-8.639966,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_004,52.667843,-8.64002,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_005,52.673673,-8.639828,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_006,52.670926,-8.646472,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_007,52.675237,-8.638899,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_008,52.663717,-8.648249,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_009,52.669342,-8.633371,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_010,52.671006,-8.628572,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_011,52.667611,-8.631872,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_012,52.69952,-8.659506,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_013,52.676064,-8.682744,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_014,52.680233,-8.660872,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_015,52.667059,-8.657969,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_017,52.680848,-8.645043,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_018,52.667647,-8.63184,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_019,52.671513,-8.640369,,2,,,Fibre Broadband Cabinet is expected to go Live on 01/04/15
,,CHD1_020,52.672012,-8.635156,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_021,52.674323,-8.660303,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_022,52.664105,-8.657455,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_025,52.672721,-8.669051,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_026,52.671103,-8.656865,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_027,52.678436,-8.659571,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_028,52.679356,-8.638255,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_029,52.66631,-8.667644,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_030,52.679397,-8.663449,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_032,52.66915,-8.663261,,3,,,Fibre Broadband Cabinet is Live 
,,CHD1_E01,52.669069,-8.664103,,2,,,Fibre Build commenced - completion work is in progress
,,CHF1_001,51.906754,-8.496602,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_002,51.922758,-8.482925,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_003,51.900129,-8.488837,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_004,51.924944,-8.458883,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_005,51.919289,-8.467049,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_006,51.915961,-8.472013,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_007,51.912379,-8.470585,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_008,51.921011,-8.47761,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_009,51.916341,-8.491755,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_010,51.9148,-8.477821,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_011,51.921368,-8.489534,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_012,51.909517,-8.5054,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_013,51.930317,-8.462617,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_014,51.921645,-8.467586,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_015,51.899962,-8.512458,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_016,51.919504,-8.459979,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_020,51.916718,-8.475132,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_022,51.897919,-8.500114,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_023,51.904437,-8.496881,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_024,51.905318,-8.504123,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_025,51.903514,-8.525184,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_026,51.902994,-8.512072,,3,,,Fibre Broadband Cabinet is Live 
,,CHF1_027,51.904391,-8.508499,,3,,,Fibre Broadband Cabinet is Live 
